year,rank,title,link,worldwide_gross
2022,9,Laal Singh Chaddha,https://en.wikipedia.org/wiki/Laal_Singh_Chaddha,129.64
2022,10,Ram Setu,https://en.wikipedia.org/wiki/Ram_Setu_(film),94.45
2023,1,Jawan,https://en.wikipedia.org/wiki/Jawan_(film),1153.66
2023,2,Pathaan,https://en.wikipedia.org/wiki/Pathaan_(film),1051.4
2023,3,Animal,https://en.wikipedia.org/wiki/Animal_(2023_Indian_film),911.41
2023,4,Gadar 2,https://en.wikipedia.org/wiki/Gadar_2,689.04
2023,5,Dunki,https://en.wikipedia.org/wiki/Dunki_(film),470.6
2023,6,Tiger 3,https://en.wikipedia.org/wiki/Tiger_3,466.63
2023,7,Rocky Aur Rani Kii Prem Kahaani,https://en.wikipedia.org/wiki/Rocky_Aur_Rani_Kii_Prem_Kahaani,355.61
2023,8,Adipurush,https://en.wikipedia.org/wiki/Adipurush,350
2023,9,The Kerala Story,https://en.wikipedia.org/wiki/The_Kerala_Story,303.97
2023,10,OMG 2,https://en.wikipedia.org/wiki/OMG_2,221.08
2024,1,Stree 2,https://en.wikipedia.org/wiki/Stree_2,874.58
2024,2,Bhool Bhulaiyaa 3,https://en.wikipedia.org/wiki/Bhool_Bhulaiyaa_3,423.85
2024,3,Singham Again,https://en.wikipedia.org/wiki/Singham_Again,389.64
2024,4,Fighter,https://en.wikipedia.org/wiki/Fighter_(2024_film),344.46
2024,5,Shaitaan,https://en.wikipedia.org/wiki/Shaitaan_(2024_film),211.06
2024,6,Crew,https://en.wikipedia.org/wiki/Crew_(film),157.08
2024,7,Teri Baaton Mein Aisa Uljha Jiya,https://en.wikipedia.org/wiki/Teri_Baaton_Mein_Aisa_Uljha_Jiya,133.64
2024,8,Munjya,https://en.wikipedia.org/wiki/Munjya_(film),132.13
2024,9,Bad Newz,https://en.wikipedia.org/wiki/Bad_Newz_(film),115.74
2024,10,Article 370,https://en.wikipedia.org/wiki/Article_370_(film),110.57
